Date,fund01,fund06,fund05,fund04,fund03,fund07,fund02,fund09,fund08,fund29,fund28
2014-05-28,2.0518,1.5915,1.4502,1.1387,1.0023,0.8166,1.1922,0.7188,1.1464,1.5366,1.3243
2014-05-29,2.0493,1.5886,1.4484,1.1395,1.0025,0.8194,1.192,NA,1.1425,1.5391,1.3234
2014-05-30,2.0395,1.5839,1.4449,1.1391,1.0025,0.8201,1.1906,0.7155,1.1416,1.5337,1.3211
2014-06-02,2.0489,1.592,1.4503,1.1378,1.0027,0.8221,1.1919,0.7216,1.1495,1.5456,1.3241
2014-06-03,2.0346,1.5873,1.4465,1.1362,1.0028,0.822,1.1898,0.7185,1.1492,1.5342,1.3211
2014-06-04,2.0218,1.5831,1.4432,1.1348,1.0027,0.8233,1.188,0.7244,1.1485,1.5258,1.3185
2014-06-05,2.0187,1.5837,1.4439,1.1359,1.0028,0.827,1.1888,0.7216,1.1492,1.5199,1.3193
2014-06-06,2.0287,1.5895,1.4484,1.1373,1.0028,0.8309,1.1911,0.7241,1.1522,1.5255,1.3228
2014-06-10,2.0306,1.5879,1.447,1.1365,1.0031,0.8324,1.1902,0.7233,1.1489,1.5302,1.3216
2014-06-11,2.0251,1.5826,1.443,1.1357,1.0031,0.8298,1.1884,0.725,1.1426,1.5242,1.3187
2014-06-12,2.0157,1.5757,1.4384,1.1368,1.0032,0.8268,1.1873,0.7243,1.1347,1.5171,1.3161
2014-06-13,2.0071,1.5747,1.4378,1.1372,1.0033,0.8279,1.1873,0.7192,1.1402,1.5163,1.3158
2014-06-16,2.0095,1.5745,1.438,1.1385,1.0034,0.8271,1.188,0.7168,1.1394,1.5176,1.3164
2014-06-17,2.0051,1.5792,1.4416,1.1393,1.0036,0.8289,1.1897,0.7267,1.1482,1.5154,1.319
2014-06-18,1.9986,1.5802,1.442,1.1386,1.0037,0.8334,1.1895,0.7234,1.1545,1.5028,1.319
2014-06-19,2.03,1.5897,1.4493,1.1401,1.0038,0.8364,1.1928,0.726,1.1522,1.5248,1.3243
2014-06-20,2.0127,1.586,1.4465,1.1397,1.0039,0.8374,1.1917,0.727,1.1553,1.5143,1.3223
2014-06-23,2.0249,1.5905,1.4498,1.14,1.004,0.836,1.193,0.7317,1.1582,1.521,1.3246
2014-06-24,2.0175,1.5848,1.4463,1.1419,1.0041,0.8325,1.1927,0.7305,1.1487,1.5155,1.3229
2014-06-25,2.0074,1.5814,1.4445,1.1439,1.0043,0.8323,1.1931,0.7317,1.148,1.5098,1.3224
2014-06-26,2.034,1.591,1.4516,1.1447,1.0043,0.8318,1.196,0.7484,1.146,1.5307,1.3273
2014-06-27,2.0271,1.5897,1.4508,1.1452,1.0044,0.8329,1.196,0.7488,1.1465,1.525,1.327
2014-06-30,2.0087,1.583,1.4462,1.1457,1.0045,0.8333,1.1946,0.7388,1.1459,1.5117,1.3241
2014-07-01,1.9784,1.5604,1.426,1.1349,0.9986,0.839,1.1798,0.7164,1.1286,1.4773,1.3065
2014-07-02,2.0074,1.5739,1.4353,1.134,0.9987,0.8404,1.1828,0.7221,1.1352,1.4986,1.3123
2014-07-03,2.0206,1.5855,1.4438,1.1348,0.9989,0.8452,1.1862,0.7224,1.1493,1.51,1.3181
2014-07-04,2.0329,NA,NA,NA,0.9989,NA,NA,0.7204,NA,1.5183,NA
2014-07-07,2.0306,1.5849,1.4435,1.1352,0.9991,0.8404,1.1863,0.7267,1.1413,1.5153,1.318
2014-07-08,2.0276,1.5778,1.4389,1.1365,0.9991,0.8336,1.1853,0.7276,1.1291,1.5115,1.3155
2014-07-09,2.0066,1.5723,1.4352,1.1375,0.9992,0.8359,1.1846,0.725,1.132,1.4956,1.3134
2014-07-10,2.0113,1.5726,1.4358,1.1386,0.9994,0.8305,1.1854,0.734,1.1267,1.4982,1.3142
2014-07-11,2.0194,1.5756,1.4383,1.14,0.9996,0.8315,1.187,0.7335,1.1281,1.5041,1.3163
2014-07-14,2.0277,1.582,1.4427,1.1393,0.9997,0.8369,1.1882,0.7389,1.1336,1.5068,1.3189
2014-07-15,2.0276,1.5823,1.443,1.1396,0.9998,0.835,1.1884,0.7402,1.1336,1.5076,1.3192
2014-07-16,2.0304,1.5875,1.4469,1.1405,0.9999,0.8405,1.1903,0.7456,1.1406,1.5098,1.3221
2014-07-17,2.0317,1.5812,1.4429,1.1421,0.9999,0.8326,1.1897,0.7427,1.1283,1.5116,1.32
2014-07-18,2.0354,1.5853,1.4459,1.1425,1.0,0.8373,1.1909,0.7415,1.1333,1.5144,1.3221
2014-07-21,2.0383,1.5855,1.4462,NA,1.0,0.8351,1.1912,0.7448,1.1314,1.5164,1.3223
2014-07-22,2.0394,1.5893,1.4489,1.1428,1.0001,0.8411,1.1921,0.7448,1.1364,1.5162,1.3241
2014-07-23,2.0518,1.5918,1.4506,1.1427,1.0,0.8426,1.1927,0.7515,1.1322,1.5244,1.3252
2014-07-24,2.0555,1.5946,1.4523,1.1415,1.0,0.8442,1.1927,0.7508,1.1356,1.5258,1.3259
2014-07-25,2.0541,1.5912,1.4501,1.1424,1.0001,0.8409,1.1924,0.7482,1.1315,1.5267,1.3247
2014-07-28,2.052,1.5914,1.4503,1.1428,1.0003,0.8408,1.1927,0.7483,1.1325,1.5256,1.3251
2014-07-29,2.0558,1.5927,1.4514,1.143,1.0004,0.84,1.1932,0.7494,1.132,1.5315,1.3258
2014-07-30,2.0684,1.5999,1.4561,1.142,1.0005,0.8395,1.1943,0.7562,1.1368,1.5437,1.3286
2014-07-31,2.0717,1.5919,1.4501,1.1408,1.0005,0.8266,1.1916,0.7535,1.1229,1.543,1.3242
2014-08-01,2.0435,1.5769,1.4396,1.1412,1.0005,0.8219,1.1881,0.7405,1.1147,1.5213,1.3175
2014-08-04,2.0379,1.5774,1.4402,1.1422,1.0007,0.8245,1.1889,0.743,1.1166,1.5193,1.3183
2014-08-05,2.0296,1.5711,1.4358,1.1423,1.0007,0.8197,1.1874,0.7411,1.1107,1.5141,1.3154
2014-08-06,2.0271,1.5669,1.4327,1.1421,1.0008,0.8175,1.1862,0.7383,1.1061,1.5123,1.3133
2014-08-07,2.0261,1.5673,1.4339,1.1449,1.0011,0.8134,1.188,0.7378,1.1066,1.5103,1.315
2014-08-08,1.9996,1.5608,1.4301,1.1479,1.0014,0.8161,1.1881,0.7278,1.1116,1.4931,1.3135
2014-08-11,2.0071,1.5701,1.4361,1.1457,1.0014,0.822,1.1892,0.736,1.1202,1.4967,1.3168
2014-08-12,2.0341,1.5776,1.4413,1.1454,1.0014,0.8209,1.1909,0.7443,1.1171,1.5192,1.32
2014-08-13,2.0291,1.5789,1.4423,1.1458,1.0014,0.8263,1.1915,0.7482,1.1196,1.5136,1.3209
2014-08-14,2.0416,1.5854,1.4476,1.1482,1.0016,0.8297,1.1946,0.7517,1.1231,1.5203,1.3251
2014-08-15,2.0482,1.589,1.4506,1.1497,1.0016,0.829,1.1964,0.7584,1.1239,1.5237,1.3276
2014-08-18,2.0557,1.5955,1.4551,1.1493,1.0018,0.8356,1.1979,0.7613,1.13,1.5305,1.3304
2014-08-19,2.0746,1.6059,1.4623,1.1489,1.0019,0.8406,1.2002,0.7679,1.1359,1.5456,1.335
2014-08-20,2.0794,1.6078,1.4635,1.1483,1.0019,0.842,1.2003,0.7688,1.1369,1.5531,1.3355
2014-08-21,2.081,1.6109,1.4656,1.1478,1.0017,0.8455,1.2008,0.7747,1.1415,1.5527,1.3367
2014-08-22,2.0836,1.6102,1.4651,1.1481,1.0018,0.8437,1.2008,0.775,1.1383,1.5528,1.3366
2014-08-25,2.0795,1.6123,1.467,1.1493,1.002,0.8487,1.2021,0.7745,1.145,1.5499,1.3382
2014-08-26,2.0808,1.6125,1.4678,1.1519,1.0022,0.8507,1.2036,0.7663,1.1448,1.5537,1.3395
2014-08-27,2.0906,1.6161,1.4709,1.1537,1.0023,0.8512,1.2056,0.7702,1.1437,1.5583,1.3422
2014-08-28,2.0811,1.6086,1.4657,1.1541,1.0023,0.8482,1.204,0.7639,1.1376,1.5491,1.3389
2014-08-29,2.0839,1.6118,1.4681,1.1546,1.0023,0.8505,1.2051,0.7657,1.1407,1.5525,1.3406
2014-09-01,2.0863,NA,NA,NA,1.0025,NA,NA,0.772,NA,1.5578,NA
2014-09-02,2.0977,1.6215,1.4741,1.1518,1.0025,0.8521,1.2058,0.7749,1.1492,1.5667,1.3436
2014-09-03,2.1013,1.6206,1.4732,1.1505,1.0025,0.8543,1.2049,0.779,1.1441,1.5696,1.3426
2014-09-04,2.0923,1.6136,1.4682,1.1504,1.0026,0.855,1.2031,0.7721,1.1383,1.562,1.3393
2014-09-05,2.0804,1.6101,1.4657,1.1502,1.0026,0.8567,1.2021,0.7666,1.1395,1.5527,1.3376
2014-09-08,2.0739,1.6096,1.4654,1.1505,1.0027,0.8554,1.2021,0.7598,1.1431,1.5488,1.3375
2014-09-09,2.0855,1.6154,1.4686,1.1473,1.0026,0.8515,1.2016,0.7698,1.1471,1.552,1.3385
2014-09-10,2.0751,1.6146,1.4676,1.146,1.0027,0.8532,1.2006,0.7562,1.1576,1.5429,1.3373
2014-09-11,2.0647,1.6145,1.4673,1.1453,1.0026,0.8539,1.2001,0.7508,1.1648,1.5332,1.3369
2014-09-12,2.0592,1.6126,1.4655,1.1437,1.0027,0.8512,1.1987,0.7511,1.1686,1.5273,1.3352
2014-09-15,2.0379,1.6033,1.459,NA,1.0028,0.8502,1.1965,0.7335,1.1689,1.5101,1.331
2014-09-16,2.0273,1.602,1.4581,1.1444,1.0029,0.8531,1.1964,0.7301,1.1733,1.501,1.3306
2014-09-17,2.0134,1.5975,1.455,1.1445,1.0029,0.8541,1.1953,0.725,1.1728,1.486,1.3285
2014-09-18,2.0162,1.6052,1.4598,1.1425,1.0028,0.8589,1.196,0.7334,1.1865,1.4842,1.331
2014-09-19,2.0225,1.6091,1.463,1.144,1.0029,0.8595,1.1978,0.7309,1.1906,1.4885,1.3336
2014-09-22,1.9967,1.6009,1.4578,1.1461,1.0031,0.8534,1.1971,0.7332,1.1913,1.4659,1.3309
2014-09-23,2.0156,1.6038,1.4605,NA,1.0033,0.8473,1.1993,0.7316,1.1869,1.4827,1.3335
2014-09-24,2.0013,1.5994,1.4571,1.1473,1.0032,0.8523,1.1974,0.7271,1.1889,1.4727,1.3308
2014-09-25,2.0035,1.5969,1.4559,1.1495,1.0033,0.8424,1.198,0.7317,1.1818,1.47,1.3307
2014-09-26,1.9782,1.5944,1.4544,1.1503,1.0034,0.8477,1.198,0.725,1.1922,1.452,1.3299
2014-09-29,1.9603,1.5907,1.452,1.1511,1.0036,0.8456,1.1976,0.7277,1.196,1.4389,1.3286
2014-09-30,1.9708,1.5891,1.4509,1.1513,1.0037,0.8442,1.1973,0.7258,1.189,1.4487,1.328
2014-10-01,1.9858,1.591,1.453,1.1503,0.9985,0.835,1.1992,0.7377,1.181,1.4431,1.3302
2014-10-02,1.9722,1.5766,1.4429,1.1506,0.9986,0.8283,1.1958,0.7295,1.1641,1.4349,1.3237
2014-10-03,1.9795,1.5906,1.4525,1.1498,0.9986,0.8357,1.1988,0.7297,1.1848,1.4424,1.3297
2014-10-06,1.9701,1.5851,1.449,1.1511,0.9989,0.837,1.1982,0.7284,1.179,1.4366,1.3278
2014-10-07,1.9671,1.5709,1.4394,1.1528,0.999,0.8254,1.1959,0.7302,1.1539,1.4327,1.3223
2014-10-08,1.9509,1.575,1.4426,1.1539,0.999,0.8317,1.1974,0.7277,1.1715,1.4238,1.3246
2014-10-09,1.9713,1.5703,1.4397,1.1553,0.9992,0.8197,1.1974,0.7412,1.1463,1.4342,1.3234
2014-10-10,1.9309,1.5537,1.4281,1.1556,0.9993,0.8087,1.1933,0.7292,1.1424,1.4051,1.3157
2014-10-13,1.9187,1.5426,1.4204,NA,0.9994,0.8009,1.1911,0.7237,1.1288,1.3978,1.311
2014-10-14,1.9377,1.5509,1.4271,1.1593,0.9995,0.8001,1.1949,0.7242,1.1297,1.4106,1.3164
2014-10-15,1.9516,1.5453,1.4233,1.16,0.9996,0.7908,1.194,0.7272,1.1106,1.4201,1.3143
2014-10-16,1.9546,1.547,1.4245,1.1597,0.9997,0.7884,1.1944,0.7328,1.1111,1.4237,1.315
2014-10-17,1.9607,1.5569,1.4311,1.1584,0.9997,0.7993,1.1961,0.7299,1.1274,1.4289,1.3189
2014-10-20,1.9782,1.5661,1.4375,1.1576,0.9998,0.8057,1.198,0.7312,1.1323,1.4411,1.3229
2014-10-21,1.9803,1.5755,1.4447,1.1594,1.0,0.8188,1.2015,0.7364,1.147,1.4413,1.3282
2014-10-22,2.0027,1.5823,1.4492,1.1582,1.0,0.818,1.2026,0.7433,1.1445,1.4566,1.3308
2014-10-23,2.0017,1.5901,1.4545,1.1573,1.0,0.8258,1.2041,0.7467,1.1591,1.4569,1.334
2014-10-24,2.0124,1.5936,1.4569,1.1573,1.0001,0.8291,1.2049,0.7474,1.1599,1.4653,1.3356
2014-10-27,2.0294,1.5995,1.4613,1.1579,1.0001,0.8275,1.2068,0.7591,1.1588,1.4741,1.3387
2014-10-28,2.0268,1.603,1.464,1.1586,1.0003,0.8361,1.2081,0.7575,1.1648,1.4711,1.3407
2014-10-29,2.025,1.5992,1.4609,1.1572,1.0003,0.8369,1.2064,0.756,1.1586,1.4698,1.3382
2014-10-30,2.0353,1.6104,1.4689,1.1574,1.0003,0.8413,1.2094,0.762,1.171,1.4789,1.3433
2014-10-31,2.0536,1.6284,1.482,1.1583,1.0003,0.8544,1.2145,0.7727,1.189,1.4935,1.3524
2014-11-03,2.0463,1.6301,1.4833,NA,1.0005,0.8523,1.2151,0.7763,1.1946,1.4906,1.3533
2014-11-04,2.0512,1.6296,1.483,1.1589,1.0005,0.8502,1.2152,0.7786,1.1907,1.4954,1.3533
2014-11-05,2.05,1.6417,1.4917,1.1588,1.0006,0.8571,1.2182,0.7807,1.2159,1.4911,1.3589
2014-11-06,2.0453,1.6393,1.49,1.1589,1.0006,0.8592,1.2176,0.7754,1.2175,1.4862,1.3578
2014-11-07,2.0684,1.6444,1.4935,1.1583,1.0006,0.8593,1.2185,0.7772,1.214,1.503,1.3598
2014-11-10,2.0637,1.6453,1.4944,1.1593,1.0007,0.8626,1.2194,0.781,1.2152,1.4988,1.3608
2014-11-11,2.0609,1.6438,1.4931,1.1586,1.0007,0.8647,1.2186,0.7843,1.2147,1.4972,1.3598
2014-11-12,2.0417,1.6309,1.4838,1.158,1.0007,0.8628,1.2151,0.7796,1.2032,1.4862,1.3534
2014-11-13,2.0341,1.6281,1.482,1.1587,1.0007,0.8648,1.2148,0.7758,1.2036,1.4814,1.3525
2014-11-14,2.0383,1.6302,1.4837,1.1595,1.0008,0.866,1.2158,0.7766,1.2053,1.4815,1.3539
2014-11-17,2.023,1.625,1.4804,1.1607,1.001,0.8655,1.2153,0.769,1.2065,1.4709,1.3521
2014-11-18,2.0183,1.6272,1.4818,1.1604,1.0011,0.8717,1.2156,0.7675,1.2138,1.4658,1.353
2014-11-19,2.0071,1.6296,1.4835,1.1601,1.0013,0.8714,1.216,0.7646,1.2264,1.4568,1.3539
2014-11-20,1.9879,1.6247,1.4803,1.1611,1.0014,0.8722,1.2153,0.76,1.2282,1.4494,1.3521
2014-11-21,1.9836,1.6241,1.4803,1.1627,1.0015,0.8792,1.2161,0.7581,1.228,1.4417,1.3527
2014-11-24,2.0048,1.6386,1.4909,NA,1.0016,0.8813,1.2203,0.7615,1.2397,1.4566,1.3598
2014-11-25,1.9946,1.6427,1.4945,1.1661,1.0018,0.8824,1.2227,0.7574,1.2534,1.4493,1.3629
2014-11-26,2.0173,1.6539,1.503,1.1682,1.002,0.884,1.2268,0.7688,1.2569,1.4649,1.3692
2014-11-27,2.0186,NA,NA,NA,1.002,NA,NA,0.7722,NA,1.4647,NA
2014-11-28,1.986,1.6417,1.4955,1.1719,1.0022,0.8826,1.2261,0.7721,1.2517,1.4398,1.3656
2014-12-01,1.9465,1.6277,1.4858,1.172,1.0025,0.8779,1.2227,0.7733,1.2518,1.4112,1.3593
2014-12-02,1.9734,1.6429,1.4956,1.1689,1.0024,0.8825,1.2247,0.7898,1.261,1.4256,1.3647
2014-12-03,1.9886,1.6527,1.5028,1.1698,1.0027,0.8855,1.2276,0.7944,1.2687,1.4386,1.3697
2014-12-04,2.0059,1.6591,1.5076,1.1709,1.0028,0.8825,1.2298,0.7953,1.2699,1.4524,1.3732
2014-12-05,1.9937,1.661,1.509,1.1711,1.0031,0.8875,1.2304,0.7895,1.2823,1.4457,1.374
2014-12-08,2.0072,1.6618,1.5097,1.1718,1.0033,0.8807,1.231,0.7887,1.2759,1.4479,1.3748
2014-12-09,1.9735,1.6456,1.4988,1.1734,1.0034,0.8754,1.228,0.7794,1.267,1.426,1.3682
2014-12-10,1.9649,1.6384,1.4944,1.1759,1.0035,0.8632,1.2277,0.7859,1.2563,1.4205,1.3663
2014-12-11,1.9544,1.6393,1.4954,1.1769,1.0036,0.865,1.2285,0.7872,1.2655,1.414,1.3672
2014-12-12,1.95,1.6296,1.4887,1.1779,1.0033,0.8506,1.2268,0.797,1.2478,1.4145,1.3633
2014-12-15,1.9374,1.6185,1.4809,1.1781,1.0036,0.841,1.2241,0.7862,1.2387,1.4117,1.3583
2014-12-16,1.9251,1.6141,1.4782,1.1793,1.0037,0.8394,1.2237,0.7951,1.2384,1.3998,1.357
2014-12-17,1.9286,1.6285,1.4886,1.1799,1.0038,0.8506,1.2276,0.797,1.2594,1.4042,1.3638
2014-12-18,1.9469,1.6479,1.502,1.1784,1.0038,0.8713,1.2315,0.789,1.2862,1.4222,1.3718
2014-12-19,1.9945,1.6703,1.5176,1.1777,1.0038,0.8773,1.2367,0.8048,1.2952,1.4568,1.3819
2014-12-22,2.0328,1.6894,1.5318,1.1802,1.0039,0.8809,1.2432,0.8222,1.3005,1.4824,1.3922
2014-12-23,2.01,1.6846,1.5281,NA,1.004,0.8838,1.2411,0.812,1.3087,1.4666,1.3891
2014-12-24,2.0152,1.6872,1.5298,1.1787,1.004,0.8846,1.2416,0.8193,1.3092,1.4714,1.3902
2014-12-29,2.048,1.6995,1.5393,1.1816,1.0043,0.888,1.2465,0.8355,1.3062,1.4921,1.3975
2014-12-30,2.0271,1.6836,1.5287,1.1841,1.0044,0.8813,1.2441,0.8235,1.2901,1.4771,1.3915
2014-12-31,2.0251,1.6777,1.5248,NA,1.0045,0.8763,1.2432,0.8064,1.2837,1.4779,1.3893
2015-01-02,1.9901,1.6666,1.5154,NA,0.9991,0.8763,1.2364,0.8043,1.2833,1.463,1.3813
2015-01-05,1.9951,1.6593,1.5109,1.1848,0.9994,0.8603,1.2367,0.8112,1.2614,1.4679,1.3796
