Date,Purchase,NAV,Withdrawal
2013-08-01,1.2443,1.2428,1.2416
2013-08-02,1.2490,1.2475,1.2463
2013-08-05,1.2492,1.2477,1.2465
2013-08-06,1.2460,1.2445,1.2433
2013-08-07,1.2387,1.2372,1.2360
2013-08-08,1.2406,1.2391,1.2379
2013-08-09,1.2382,1.2367,1.2355
2013-08-12,1.2415,1.2400,1.2388
2013-08-13,1.2459,1.2444,1.2432
2013-08-14,1.2437,1.2422,1.2410
2013-08-15,1.2408,1.2393,1.2381
2013-08-16,1.2344,1.2329,1.2317
2013-08-19,1.2345,1.2330,1.2318
2013-08-20,1.2355,1.2340,1.2328
2013-08-21,1.2364,1.2349,1.2337
2013-08-22,1.2356,1.2341,1.2329
2013-08-23,1.2408,1.2393,1.2381
2013-08-26,1.2412,1.2397,1.2385
2013-08-27,1.2409,1.2394,1.2382
2013-08-28,1.2372,1.2357,1.2345
2013-08-29,1.2387,1.2372,1.2360
2013-08-30,1.2403,1.2388,1.2376
2013-09-03,1.2419,1.2404,1.2392
2013-09-04,1.2382,1.2367,1.2355
2013-09-05,1.2373,1.2358,1.2346
2013-09-06,1.2372,1.2357,1.2345
2013-09-09,1.2430,1.2415,1.2403
2013-09-10,1.2437,1.2422,1.2410
2013-09-11,1.2468,1.2453,1.2441
2013-09-12,1.2485,1.2470,1.2458
2013-09-13,1.2483,1.2468,1.2456
2013-09-16,1.2510,1.2495,1.2483
2013-09-17,1.2509,1.2494,1.2482
2013-09-18,1.2538,1.2522,1.2510
2013-09-19,1.2583,1.2567,1.2555
2013-09-20,1.2566,1.2550,1.2538
2013-09-23,1.2530,1.2514,1.2502
2013-09-24,1.2536,1.2520,1.2508
2013-09-25,1.2570,1.2554,1.2542
2013-09-26,1.2586,1.2570,1.2558
2013-09-27,1.2605,1.2589,1.2577
2013-09-30,1.2528,1.2512,1.2500
2013-10-01,1.2532,1.2516,1.2504
2013-10-02,1.2541,1.2525,1.2513
2013-10-03,1.2535,1.2519,1.2507
2013-10-04,1.2502,1.2487,1.2475
2013-10-07,1.2462,1.2447,1.2435
2013-10-08,1.2422,1.2407,1.2395
2013-10-09,1.2421,1.2406,1.2394
2013-10-10,1.2459,1.2444,1.2432
2013-10-11,1.2536,1.2520,1.2508
2013-10-14,1.2529,1.2513,1.2501
2013-10-15,1.2534,1.2518,1.2506
2013-10-16,1.2560,1.2544,1.2532
2013-10-17,1.2587,1.2571,1.2559
2013-10-18,1.2628,1.2612,1.2600
2013-10-21,1.2646,1.2630,1.2618
2013-10-22,1.2674,1.2658,1.2646
2013-10-23,1.2679,1.2663,1.2651
2013-10-24,1.2705,1.2689,1.2677
2013-10-25,1.2717,1.2701,1.2689
2013-10-28,1.2756,1.2740,1.2728
2013-10-29,1.2768,1.2752,1.2740
2013-10-30,1.2773,1.2757,1.2745
2013-10-31,1.2758,1.2742,1.2730
2013-11-01,1.2745,1.2729,1.2717
2013-11-04,1.2726,1.2710,1.2698
2013-11-05,1.2733,1.2717,1.2705
2013-11-06,1.2732,1.2716,1.2704
2013-11-07,1.2728,1.2712,1.2700
2013-11-08,1.2749,1.2733,1.2721
2013-11-11,1.2750,1.2734,1.2722
2013-11-12,1.2756,1.2740,1.2728
2013-11-13,1.2726,1.2710,1.2698
2013-11-14,1.2770,1.2754,1.2742
2013-11-15,1.2805,1.2789,1.2777
2013-11-18,1.2790,1.2774,1.2762
2013-11-19,1.2746,1.2730,1.2718
2013-11-20,1.2708,1.2692,1.2680
2013-11-21,1.2737,1.2721,1.2709
2013-11-22,1.2804,1.2788,1.2776
2013-11-25,1.2821,1.2805,1.2793
2013-11-26,1.2833,1.2817,1.2805
2013-11-27,1.2837,1.2821,1.2809
2013-11-29,1.2821,1.2805,1.2793
2013-12-02,1.2776,1.2760,1.2748
2013-12-03,1.2736,1.2720,1.2708
2013-12-04,1.2767,1.2749,1.2733
2013-12-05,1.2700,1.2682,1.2666
2013-12-06,1.2693,1.2675,1.2659
2013-12-09,1.2697,1.2679,1.2663
2013-12-10,1.2679,1.2661,1.2645
2013-12-11,1.2648,1.2630,1.2614
2013-12-12,1.2643,1.2625,1.2609
2013-12-13,1.2661,1.2643,1.2627
2013-12-16,1.2680,1.2662,1.2646
2013-12-17,1.2705,1.2687,1.2671
2013-12-18,1.2743,1.2725,1.2709
2013-12-19,1.2810,1.2792,1.2776
2013-12-20,1.2845,1.2827,1.2811
2013-12-23,1.2880,1.2861,1.2845
2013-12-24,1.2907,1.2888,1.2872
2013-12-27,1.2927,1.2908,1.2892
2013-12-30,1.2957,1.2938,1.2922
2013-12-31,1.2948,1.2929,1.2913
2014-01-02,1.2762,1.2744,1.2728
2014-01-03,1.2736,1.2718,1.2702
2014-01-06,1.2725,1.2707,1.2691
2014-01-07,1.2761,1.2743,1.2727
2014-01-08,1.2757,1.2739,1.2723
2014-01-09,1.2768,1.2750,1.2734
2014-01-10,1.2771,1.2753,1.2737
2014-01-13,1.2727,1.2709,1.2693
2014-01-14,1.2713,1.2695,1.2679
2014-01-15,1.2768,1.2750,1.2734
2014-01-16,1.2855,1.2837,1.2821
2014-01-17,1.2864,1.2846,1.2830
2014-01-21,1.2883,1.2864,1.2848
2014-01-22,1.2851,1.2833,1.2817
2014-01-23,1.2830,1.2812,1.2796
2014-01-24,1.2793,1.2775,1.2759
2014-01-28,1.2724,1.2706,1.2690
2014-01-29,1.2748,1.2730,1.2714
2014-01-30,1.2743,1.2725,1.2709
2014-01-31,1.2749,1.2731,1.2715
2014-02-03,1.2677,1.2659,1.2643
2014-02-04,1.2593,1.2575,1.2559
2014-02-05,1.2571,1.2553,1.2537
2014-02-06,1.2619,1.2601,1.2585
2014-02-07,1.2681,1.2663,1.2647
2014-02-10,1.2725,1.2707,1.2691
2014-02-11,1.2740,1.2722,1.2706
2014-02-12,1.2778,1.2760,1.2744
2014-02-13,1.2816,1.2798,1.2782
2014-02-14,1.2853,1.2835,1.2819
2014-02-18,1.2898,1.2879,1.2863
2014-02-19,1.2901,1.2882,1.2866
2014-02-20,1.2917,1.2898,1.2882
2014-02-21,1.2950,1.2931,1.2915
2014-02-24,1.2958,1.2939,1.2923
2014-02-25,1.2965,1.2946,1.2930
2014-02-26,1.2988,1.2969,1.2953
2014-02-27,1.2998,1.2979,1.2963
2014-02-28,1.3012,1.2993,1.2977
2014-03-03,1.2991,1.2972,1.2956
2014-03-04,1.3030,1.3011,1.2995
2014-03-05,1.3041,1.3022,1.3006
2014-03-06,1.3014,1.2995,1.2979
2014-03-07,1.3003,1.2984,1.2968
2014-03-10,1.2976,1.2957,1.2941
2014-03-11,1.2978,1.2959,1.2943
2014-03-12,1.2968,1.2949,1.2933
2014-03-13,1.2938,1.2919,1.2903
2014-03-14,1.2893,1.2874,1.2858
2014-03-17,1.2890,1.2871,1.2855
2014-03-18,1.2917,1.2898,1.2882
2014-03-19,1.2908,1.2889,1.2873
2014-03-20,1.2874,1.2856,1.2840
2014-03-21,1.2885,1.2866,1.2850
2014-03-24,1.2873,1.2855,1.2839
2014-03-25,1.2883,1.2864,1.2848
2014-03-26,1.2877,1.2858,1.2842
2014-03-27,1.2862,1.2844,1.2828
2014-03-28,1.2897,1.2878,1.2862
2014-03-31,1.2932,1.2913,1.2897
2014-04-01,1.2947,1.2928,1.2912
2014-04-02,1.2956,1.2937,1.2921
2014-04-03,1.2960,1.2941,1.2925
2014-04-04,1.2947,1.2928,1.2912
2014-04-07,1.2938,1.2919,1.2903
2014-04-08,1.2926,1.2907,1.2891
2014-04-09,1.2973,1.2954,1.2938
2014-04-10,1.2947,1.2928,1.2912
2014-04-11,1.2893,1.2874,1.2858
2014-04-14,1.2862,1.2844,1.2828
2014-04-15,1.2904,1.2885,1.2869
2014-04-16,1.2949,1.2930,1.2914
2014-04-17,1.2984,1.2965,1.2949
2014-04-22,1.3010,1.2991,1.2975
2014-04-23,1.3057,1.3038,1.3022
2014-04-24,1.3079,1.3060,1.3044
2014-04-28,1.3072,1.3053,1.3037
2014-04-29,1.3059,1.3040,1.3024
2014-04-30,1.3078,1.3059,1.3043
2014-05-02,1.3077,1.3058,1.3042
2014-05-05,1.3081,1.3062,1.3046
2014-05-06,1.3059,1.3040,1.3024
2014-05-07,1.3050,1.3031,1.3015
2014-05-08,1.3074,1.3055,1.3039
2014-05-09,1.3073,1.3054,1.3038
2014-05-12,1.3084,1.3065,1.3049
2014-05-13,1.3116,1.3097,1.3081
2014-05-14,1.3139,1.3120,1.3104
2014-05-15,1.3141,1.3122,1.3106
2014-05-16,1.3126,1.3107,1.3091
2014-05-19,1.3100,1.3081,1.3065
2014-05-20,1.3111,1.3092,1.3076
2014-05-21,1.3146,1.3127,1.3111
2014-05-22,1.3175,1.3156,1.3140
2014-05-23,1.3197,1.3178,1.3162
2014-05-27,1.3236,1.3217,1.3201
2014-05-28,1.3262,1.3243,1.3227
2014-05-29,1.3253,1.3234,1.3218
2014-05-30,1.3230,1.3211,1.3195
2014-06-02,1.3260,1.3241,1.3225
2014-06-03,1.3230,1.3211,1.3195
2014-06-04,1.3204,1.3185,1.3169
2014-06-05,1.3212,1.3193,1.3177
2014-06-06,1.3247,1.3228,1.3212
2014-06-10,1.3235,1.3216,1.3200
2014-06-11,1.3206,1.3187,1.3171
2014-06-12,1.3180,1.3161,1.3145
2014-06-13,1.3177,1.3158,1.3142
2014-06-16,1.3183,1.3164,1.3148
2014-06-17,1.3209,1.3190,1.3174
2014-06-18,1.3209,1.3190,1.3174
2014-06-19,1.3262,1.3243,1.3227
2014-06-20,1.3242,1.3223,1.3207
2014-06-23,1.3265,1.3246,1.3230
2014-06-24,1.3248,1.3229,1.3213
2014-06-25,1.3243,1.3224,1.3208
2014-06-26,1.3292,1.3273,1.3257
2014-06-27,1.3289,1.3270,1.3254
2014-06-30,1.3260,1.3241,1.3225
2014-07-01,1.3084,1.3065,1.3049
2014-07-02,1.3142,1.3123,1.3107
2014-07-03,1.3200,1.3181,1.3165
2014-07-07,1.3199,1.3180,1.3164
2014-07-08,1.3174,1.3155,1.3139
2014-07-09,1.3153,1.3134,1.3118
2014-07-10,1.3161,1.3142,1.3126
2014-07-11,1.3182,1.3163,1.3147
2014-07-14,1.3208,1.3189,1.3173
2014-07-15,1.3214,1.3192,1.3174
2014-07-16,1.3243,1.3221,1.3203
2014-07-17,1.3222,1.3200,1.3182
2014-07-18,1.3243,1.3221,1.3203
2014-07-21,1.3245,1.3223,1.3205
2014-07-22,1.3263,1.3241,1.3223
2014-07-23,1.3274,1.3252,1.3234
2014-07-24,1.3281,1.3259,1.3241
2014-07-25,1.3269,1.3247,1.3229
2014-07-28,1.3273,1.3251,1.3233
2014-07-29,1.3280,1.3258,1.3240
2014-07-30,1.3308,1.3286,1.3268
2014-07-31,1.3264,1.3242,1.3224
2014-08-01,1.3197,1.3175,1.3157
2014-08-04,1.3205,1.3183,1.3165
2014-08-05,1.3176,1.3154,1.3136
2014-08-06,1.3155,1.3133,1.3115
2014-08-07,1.3172,1.3150,1.3132
2014-08-08,1.3157,1.3135,1.3117
2014-08-11,1.3190,1.3168,1.3150
2014-08-12,1.3222,1.3200,1.3182
2014-08-13,1.3231,1.3209,1.3191
2014-08-14,1.3273,1.3251,1.3233
2014-08-15,1.3298,1.3276,1.3258
2014-08-18,1.3326,1.3304,1.3286
2014-08-19,1.3372,1.3350,1.3332
2014-08-20,1.3377,1.3355,1.3337
2014-08-21,1.3389,1.3367,1.3349
2014-08-22,1.3388,1.3366,1.3348
2014-08-25,1.3404,1.3382,1.3364
2014-08-26,1.3417,1.3395,1.3377
2014-08-27,1.3444,1.3422,1.3404
2014-08-28,1.3411,1.3389,1.3371
2014-08-29,1.3428,1.3406,1.3388
2014-09-02,1.3458,1.3436,1.3418
2014-09-03,1.3448,1.3426,1.3408
2014-09-04,1.3415,1.3393,1.3375
2014-09-05,1.3398,1.3376,1.3358
2014-09-08,1.3397,1.3375,1.3357
2014-09-09,1.3407,1.3385,1.3367
2014-09-10,1.3395,1.3373,1.3355
2014-09-11,1.3391,1.3369,1.3351
2014-09-12,1.3374,1.3352,1.3334
2014-09-15,1.3332,1.3310,1.3292
2014-09-16,1.3328,1.3306,1.3288
2014-09-17,1.3307,1.3285,1.3267
2014-09-18,1.3332,1.3310,1.3292
2014-09-19,1.3358,1.3336,1.3318
2014-09-22,1.3331,1.3309,1.3291
2014-09-23,1.3357,1.3335,1.3317
2014-09-24,1.3330,1.3308,1.3290
2014-09-25,1.3329,1.3307,1.3289
2014-09-26,1.3321,1.3299,1.3281
2014-09-29,1.3308,1.3286,1.3268
2014-09-30,1.3302,1.3280,1.3262
2014-10-01,1.3324,1.3302,1.3284
2014-10-02,1.3259,1.3237,1.3219
2014-10-03,1.3319,1.3297,1.3279
2014-10-06,1.3300,1.3278,1.3260
2014-10-07,1.3245,1.3223,1.3205
2014-10-08,1.3268,1.3246,1.3228
2014-10-09,1.3256,1.3234,1.3216
2014-10-10,1.3179,1.3157,1.3139
2014-10-13,1.3131,1.3110,1.3092
2014-10-14,1.3186,1.3164,1.3146
2014-10-15,1.3165,1.3143,1.3125
2014-10-16,1.3172,1.3150,1.3132
2014-10-17,1.3211,1.3189,1.3171
2014-10-20,1.3251,1.3229,1.3211
2014-10-21,1.3304,1.3282,1.3264
2014-10-22,1.3330,1.3308,1.3290
2014-10-23,1.3362,1.3340,1.3322
2014-10-24,1.3378,1.3356,1.3338
2014-10-27,1.3409,1.3387,1.3369
2014-10-28,1.3429,1.3407,1.3389
2014-10-29,1.3404,1.3382,1.3364
2014-10-30,1.3455,1.3433,1.3415
2014-10-31,1.3546,1.3524,1.3506
2014-11-03,1.3555,1.3533,1.3515
2014-11-04,1.3555,1.3533,1.3515
2014-11-05,1.3611,1.3589,1.3571
2014-11-06,1.3600,1.3578,1.3560
2014-11-07,1.3620,1.3598,1.3580
2014-11-10,1.3630,1.3608,1.3590
2014-11-11,1.3620,1.3598,1.3580
2014-11-12,1.3556,1.3534,1.3516
2014-11-13,1.3547,1.3525,1.3507
2014-11-14,1.3561,1.3539,1.3521
2014-11-17,1.3543,1.3521,1.3503
2014-11-18,1.3552,1.3530,1.3512
2014-11-19,1.3561,1.3539,1.3521
2014-11-20,1.3543,1.3521,1.3503
2014-11-21,1.3549,1.3527,1.3509
2014-11-24,1.3620,1.3598,1.3580
2014-11-25,1.3651,1.3629,1.3611
2014-11-26,1.3714,1.3692,1.3674
2014-11-28,1.3678,1.3656,1.3638
2014-12-01,1.3615,1.3593,1.3575
2014-12-02,1.3669,1.3647,1.3629
2014-12-03,1.3719,1.3697,1.3679
2014-12-04,1.3754,1.3732,1.3714
2014-12-05,1.3762,1.3740,1.3722
2014-12-08,1.3770,1.3748,1.3730
2014-12-09,1.3704,1.3682,1.3664
2014-12-10,1.3685,1.3663,1.3645
2014-12-11,1.3694,1.3672,1.3654
2014-12-12,1.3655,1.3633,1.3615
2014-12-15,1.3605,1.3583,1.3565
2014-12-16,1.3592,1.3570,1.3552
2014-12-17,1.3660,1.3638,1.3620
2014-12-18,1.3740,1.3718,1.3700
2014-12-19,1.3842,1.3819,1.3801
2014-12-22,1.3945,1.3922,1.3903
2014-12-23,1.3914,1.3891,1.3872
2014-12-24,1.3925,1.3902,1.3883
2014-12-29,1.3998,1.3975,1.3956
2014-12-30,1.3938,1.3915,1.3896
2014-12-31,1.3916,1.3893,1.3874
2015-01-02,1.3836,1.3813,1.3795
2015-01-05,1.3819,1.3796,1.3778
