Date,Purchase,NAV,Withdrawal
2013-04-22,1.1245,1.1233,1.1224
2013-04-23,1.1285,1.1273,1.1263
2013-04-24,1.1327,1.1315,1.1305
2013-04-26,1.1327,1.1315,1.1305
2013-04-29,1.1347,1.1335,1.1325
2013-04-30,1.1377,1.1365,1.1355
2013-05-01,1.1371,1.1359,1.1349
2013-05-02,1.1378,1.1366,1.1356
2013-05-03,1.1378,1.1366,1.1356
2013-05-06,1.1394,1.1382,1.1372
2013-05-07,1.1411,1.1399,1.1389
2013-05-08,1.1443,1.1431,1.1421
2013-05-09,1.1435,1.1423,1.1413
2013-05-10,1.1451,1.1439,1.1429
2013-05-13,1.1463,1.1451,1.1441
2013-05-14,1.1480,1.1468,1.1458
2013-05-15,1.1478,1.1466,1.1456
2013-05-16,1.1480,1.1468,1.1458
2013-05-17,1.1510,1.1498,1.1488
2013-05-20,1.1514,1.1502,1.1492
2013-05-21,1.1508,1.1496,1.1486
2013-05-22,1.1495,1.1483,1.1473
2013-05-23,1.1433,1.1421,1.1411
2013-05-24,1.1406,1.1394,1.1384
2013-05-28,1.1409,1.1397,1.1387
2013-05-29,1.1389,1.1377,1.1367
2013-05-30,1.1369,1.1357,1.1347
2013-05-31,1.1363,1.1351,1.1341
2013-06-03,1.1333,1.1321,1.1311
2013-06-04,1.1340,1.1328,1.1318
2013-06-05,1.1312,1.1302,1.1294
2013-06-06,1.1302,1.1292,1.1284
2013-06-07,1.1308,1.1298,1.1290
2013-06-11,1.1301,1.1291,1.1283
2013-06-12,1.1262,1.1252,1.1244
2013-06-13,1.1253,1.1244,1.1236
2013-06-14,1.1293,1.1283,1.1275
2013-06-17,1.1323,1.1313,1.1305
2013-06-18,1.1343,1.1333,1.1325
2013-06-19,1.1335,1.1325,1.1317
2013-06-20,1.1265,1.1255,1.1247
2013-06-21,1.1236,1.1227,1.1219
2013-06-24,1.1165,1.1156,1.1148
2013-06-25,1.1185,1.1176,1.1168
2013-06-26,1.1225,1.1216,1.1208
2013-06-27,1.1285,1.1275,1.1267
2013-06-28,1.1306,1.1296,1.1288
2013-07-01,1.1079,1.1070,1.1062
2013-07-02,1.1145,1.1136,1.1128
2013-07-03,1.1118,1.1109,1.1101
2013-07-05,1.1154,1.1145,1.1137
2013-07-08,1.1141,1.1132,1.1124
2013-07-09,1.1184,1.1175,1.1167
2013-07-10,1.1191,1.1182,1.1174
2013-07-11,1.1252,1.1243,1.1235
2013-07-12,1.1269,1.1259,1.1251
2013-07-15,1.1275,1.1265,1.1257
2013-07-16,1.1255,1.1246,1.1238
2013-07-17,1.1258,1.1249,1.1241
2013-07-18,1.1285,1.1275,1.1267
2013-07-19,1.1278,1.1268,1.1260
2013-07-22,1.1293,1.1283,1.1275
2013-07-23,1.1295,1.1285,1.1277
2013-07-24,1.1298,1.1288,1.1280
2013-07-25,1.1298,1.1288,1.1280
2013-07-26,1.1297,1.1287,1.1279
2013-07-29,1.1297,1.1287,1.1279
2013-07-30,1.1321,1.1311,1.1303
2013-07-31,1.1329,1.1319,1.1311
2013-08-01,1.1353,1.1343,1.1335
2013-08-02,1.1379,1.1369,1.1361
2013-08-05,1.1384,1.1374,1.1366
2013-08-06,1.1366,1.1356,1.1348
2013-08-07,1.1327,1.1317,1.1309
2013-08-08,1.1341,1.1331,1.1323
2013-08-09,1.1328,1.1318,1.1310
2013-08-12,1.1347,1.1337,1.1329
2013-08-13,1.1365,1.1355,1.1347
2013-08-14,1.1352,1.1342,1.1334
2013-08-15,1.1334,1.1324,1.1316
2013-08-16,1.1297,1.1287,1.1279
2013-08-19,1.1297,1.1287,1.1279
2013-08-20,1.1305,1.1295,1.1287
2013-08-21,1.1310,1.1300,1.1292
2013-08-22,1.1302,1.1292,1.1284
2013-08-23,1.1333,1.1323,1.1315
2013-08-26,1.1337,1.1327,1.1319
2013-08-27,1.1341,1.1331,1.1323
2013-08-28,1.1320,1.1310,1.1302
2013-08-29,1.1328,1.1318,1.1310
2013-08-30,1.1338,1.1328,1.1320
2013-09-03,1.1343,1.1333,1.1325
2013-09-04,1.1321,1.1311,1.1303
2013-09-05,1.1310,1.1300,1.1292
2013-09-06,1.1310,1.1300,1.1292
2013-09-09,1.1345,1.1335,1.1327
2013-09-10,1.1345,1.1335,1.1327
2013-09-11,1.1364,1.1354,1.1346
2013-09-12,1.1377,1.1367,1.1359
2013-09-13,1.1376,1.1366,1.1358
2013-09-16,1.1394,1.1384,1.1376
2013-09-17,1.1394,1.1384,1.1376
2013-09-18,1.1411,1.1401,1.1393
2013-09-19,1.1442,1.1432,1.1423
2013-09-20,1.1431,1.1421,1.1413
2013-09-23,1.1412,1.1402,1.1394
2013-09-24,1.1419,1.1409,1.1401
2013-09-25,1.1440,1.1430,1.1421
2013-09-26,1.1447,1.1437,1.1428
2013-09-27,1.1460,1.1450,1.1441
2013-09-30,1.1419,1.1409,1.1401
2013-10-01,1.1419,1.1409,1.1401
2013-10-02,1.1425,1.1415,1.1407
2013-10-03,1.1422,1.1412,1.1404
2013-10-04,1.1402,1.1392,1.1384
2013-10-07,1.1379,1.1369,1.1361
2013-10-08,1.1358,1.1348,1.1340
2013-10-09,1.1357,1.1347,1.1339
2013-10-10,1.1375,1.1365,1.1357
2013-10-11,1.1420,1.1410,1.1402
2013-10-14,1.1417,1.1407,1.1399
2013-10-15,1.1418,1.1408,1.1400
2013-10-16,1.1433,1.1423,1.1415
2013-10-17,1.1454,1.1444,1.1435
2013-10-18,1.1478,1.1468,1.1459
2013-10-21,1.1489,1.1479,1.1470
2013-10-22,1.1507,1.1497,1.1488
2013-10-23,1.1513,1.1503,1.1494
2013-10-24,1.1527,1.1517,1.1508
2013-10-25,1.1535,1.1525,1.1516
2013-10-28,1.1557,1.1547,1.1538
2013-10-29,1.1563,1.1553,1.1544
2013-10-30,1.1567,1.1557,1.1548
2013-10-31,1.1558,1.1548,1.1539
2013-11-01,1.1549,1.1539,1.1530
2013-11-04,1.1538,1.1528,1.1519
2013-11-05,1.1541,1.1531,1.1522
2013-11-06,1.1540,1.1530,1.1521
2013-11-07,1.1539,1.1529,1.1520
2013-11-08,1.1551,1.1541,1.1532
2013-11-11,1.1551,1.1541,1.1532
2013-11-12,1.1551,1.1541,1.1532
2013-11-13,1.1538,1.1528,1.1519
2013-11-14,1.1564,1.1554,1.1545
2013-11-15,1.1584,1.1574,1.1565
2013-11-18,1.1576,1.1566,1.1557
2013-11-19,1.1551,1.1541,1.1532
2013-11-20,1.1528,1.1518,1.1509
2013-11-21,1.1542,1.1532,1.1523
2013-11-22,1.1579,1.1569,1.1560
2013-11-25,1.1590,1.1580,1.1571
2013-11-26,1.1599,1.1589,1.1580
2013-11-27,1.1601,1.1591,1.1582
2013-11-29,1.1592,1.1582,1.1573
2013-12-02,1.1563,1.1553,1.1544
2013-12-03,1.1540,1.1530,1.1521
2013-12-04,1.1556,1.1542,1.1529
2013-12-05,1.1515,1.1501,1.1488
2013-12-06,1.1510,1.1496,1.1483
2013-12-09,1.1519,1.1505,1.1492
2013-12-10,1.1513,1.1499,1.1486
2013-12-11,1.1496,1.1482,1.1469
2013-12-12,1.1494,1.1480,1.1467
2013-12-13,1.1506,1.1492,1.1479
2013-12-16,1.1521,1.1507,1.1494
2013-12-17,1.1537,1.1523,1.1510
2013-12-18,1.1557,1.1543,1.1530
2013-12-19,1.1589,1.1575,1.1562
2013-12-20,1.1610,1.1596,1.1583
2013-12-23,1.1627,1.1613,1.1600
2013-12-24,1.1641,1.1627,1.1614
2013-12-27,1.1647,1.1633,1.1620
2013-12-30,1.1668,1.1654,1.1641
2013-12-31,1.1663,1.1649,1.1636
2014-01-02,1.1509,1.1495,1.1482
2014-01-03,1.1495,1.1481,1.1468
2014-01-06,1.1493,1.1479,1.1466
2014-01-07,1.1519,1.1505,1.1492
2014-01-08,1.1515,1.1501,1.1488
2014-01-09,1.1520,1.1506,1.1493
2014-01-10,1.1531,1.1517,1.1504
2014-01-13,1.1512,1.1498,1.1485
2014-01-14,1.1505,1.1491,1.1478
2014-01-15,1.1533,1.1519,1.1506
2014-01-16,1.1587,1.1573,1.1560
2014-01-17,1.1598,1.1584,1.1571
2014-01-21,1.1609,1.1595,1.1582
2014-01-22,1.1585,1.1571,1.1558
2014-01-23,1.1580,1.1566,1.1553
2014-01-24,1.1570,1.1556,1.1543
2014-01-28,1.1536,1.1522,1.1509
2014-01-29,1.1546,1.1532,1.1519
2014-01-30,1.1550,1.1536,1.1523
2014-01-31,1.1556,1.1542,1.1529
2014-02-03,1.1523,1.1509,1.1496
2014-02-04,1.1476,1.1462,1.1449
2014-02-05,1.1462,1.1448,1.1435
2014-02-06,1.1483,1.1469,1.1456
2014-02-07,1.1516,1.1502,1.1489
2014-02-10,1.1541,1.1527,1.1514
2014-02-11,1.1546,1.1532,1.1519
2014-02-12,1.1562,1.1548,1.1535
2014-02-13,1.1591,1.1577,1.1564
2014-02-14,1.1614,1.1600,1.1587
2014-02-18,1.1639,1.1625,1.1612
2014-02-19,1.1641,1.1627,1.1614
2014-02-20,1.1649,1.1635,1.1622
2014-02-21,1.1666,1.1652,1.1639
2014-02-24,1.1673,1.1659,1.1646
2014-02-25,1.1683,1.1668,1.1655
2014-02-26,1.1700,1.1685,1.1672
2014-02-27,1.1713,1.1698,1.1685
2014-02-28,1.1721,1.1706,1.1693
2014-03-03,1.1716,1.1701,1.1688
2014-03-04,1.1733,1.1718,1.1705
2014-03-05,1.1736,1.1721,1.1708
2014-03-06,1.1715,1.1700,1.1687
2014-03-07,1.1705,1.1690,1.1677
2014-03-10,1.1690,1.1675,1.1662
2014-03-11,1.1694,1.1679,1.1666
2014-03-12,1.1691,1.1676,1.1663
2014-03-13,1.1677,1.1663,1.1650
2014-03-14,1.1660,1.1646,1.1633
2014-03-17,1.1656,1.1642,1.1629
2014-03-18,1.1671,1.1657,1.1644
2014-03-19,1.1662,1.1648,1.1635
2014-03-20,1.1641,1.1627,1.1614
2014-03-21,1.1646,1.1632,1.1619
2014-03-24,1.1643,1.1629,1.1616
2014-03-25,1.1651,1.1637,1.1624
2014-03-26,1.1650,1.1636,1.1623
2014-03-27,1.1646,1.1632,1.1619
2014-03-28,1.1664,1.1650,1.1637
2014-03-31,1.1686,1.1671,1.1658
2014-04-01,1.1690,1.1675,1.1662
2014-04-02,1.1691,1.1676,1.1663
2014-04-03,1.1695,1.1680,1.1667
2014-04-04,1.1695,1.1680,1.1667
2014-04-07,1.1696,1.1681,1.1668
2014-04-08,1.1690,1.1675,1.1662
2014-04-09,1.1716,1.1701,1.1688
2014-04-10,1.1707,1.1692,1.1679
2014-04-11,1.1680,1.1666,1.1653
2014-04-14,1.1666,1.1652,1.1639
2014-04-15,1.1691,1.1676,1.1663
2014-04-16,1.1717,1.1702,1.1689
2014-04-17,1.1733,1.1718,1.1705
2014-04-22,1.1747,1.1732,1.1719
2014-04-23,1.1778,1.1763,1.1750
2014-04-24,1.1790,1.1775,1.1762
2014-04-28,1.1790,1.1775,1.1762
2014-04-29,1.1782,1.1767,1.1754
2014-04-30,1.1795,1.1780,1.1767
2014-05-02,1.1801,1.1786,1.1773
2014-05-05,1.1805,1.1790,1.1777
2014-05-06,1.1796,1.1781,1.1768
2014-05-07,1.1793,1.1778,1.1765
2014-05-08,1.1809,1.1794,1.1781
2014-05-09,1.1808,1.1793,1.1780
2014-05-12,1.1813,1.1798,1.1785
2014-05-13,1.1834,1.1819,1.1805
2014-05-14,1.1854,1.1839,1.1825
2014-05-15,1.1859,1.1844,1.1830
2014-05-16,1.1852,1.1837,1.1823
2014-05-19,1.1839,1.1824,1.1810
2014-05-20,1.1843,1.1828,1.1814
2014-05-21,1.1864,1.1849,1.1835
2014-05-22,1.1876,1.1861,1.1847
2014-05-23,1.1889,1.1874,1.1860
2014-05-27,1.1916,1.1901,1.1887
2014-05-28,1.1937,1.1922,1.1908
2014-05-29,1.1935,1.1920,1.1906
2014-05-30,1.1921,1.1906,1.1892
2014-06-02,1.1934,1.1919,1.1905
2014-06-03,1.1913,1.1898,1.1884
2014-06-04,1.1895,1.1880,1.1866
2014-06-05,1.1903,1.1888,1.1874
2014-06-06,1.1926,1.1911,1.1897
2014-06-10,1.1917,1.1902,1.1888
2014-06-11,1.1899,1.1884,1.1870
2014-06-12,1.1888,1.1873,1.1859
2014-06-13,1.1888,1.1873,1.1859
2014-06-16,1.1895,1.1880,1.1866
2014-06-17,1.1912,1.1897,1.1883
2014-06-18,1.1910,1.1895,1.1881
2014-06-19,1.1943,1.1928,1.1914
2014-06-20,1.1932,1.1917,1.1903
2014-06-23,1.1945,1.1930,1.1916
2014-06-24,1.1942,1.1927,1.1913
2014-06-25,1.1946,1.1931,1.1917
2014-06-26,1.1975,1.1960,1.1946
2014-06-27,1.1975,1.1960,1.1946
2014-06-30,1.1961,1.1946,1.1932
2014-07-01,1.1813,1.1798,1.1785
2014-07-02,1.1843,1.1828,1.1814
2014-07-03,1.1877,1.1862,1.1848
2014-07-07,1.1878,1.1863,1.1849
2014-07-08,1.1868,1.1853,1.1839
2014-07-09,1.1861,1.1846,1.1832
2014-07-10,1.1869,1.1854,1.1840
2014-07-11,1.1885,1.1870,1.1856
2014-07-14,1.1897,1.1882,1.1868
2014-07-15,1.1901,1.1884,1.1869
2014-07-16,1.1920,1.1903,1.1888
2014-07-17,1.1914,1.1897,1.1882
2014-07-18,1.1926,1.1909,1.1894
2014-07-21,1.1929,1.1912,1.1897
2014-07-22,1.1938,1.1921,1.1906
2014-07-23,1.1944,1.1927,1.1912
2014-07-24,1.1944,1.1927,1.1912
2014-07-25,1.1941,1.1924,1.1909
2014-07-28,1.1944,1.1927,1.1912
2014-07-29,1.1949,1.1932,1.1917
2014-07-30,1.1960,1.1943,1.1928
2014-07-31,1.1933,1.1916,1.1901
2014-08-01,1.1898,1.1881,1.1866
2014-08-04,1.1906,1.1889,1.1874
2014-08-05,1.1891,1.1874,1.1859
2014-08-06,1.1879,1.1862,1.1847
2014-08-07,1.1897,1.1880,1.1865
2014-08-08,1.1898,1.1881,1.1866
2014-08-11,1.1909,1.1892,1.1877
2014-08-12,1.1926,1.1909,1.1894
2014-08-13,1.1932,1.1915,1.1900
2014-08-14,1.1963,1.1946,1.1931
2014-08-15,1.1981,1.1964,1.1949
2014-08-18,1.1996,1.1979,1.1964
2014-08-19,1.2019,1.2002,1.1987
2014-08-20,1.2020,1.2003,1.1988
2014-08-21,1.2025,1.2008,1.1993
2014-08-22,1.2025,1.2008,1.1993
2014-08-25,1.2038,1.2021,1.2006
2014-08-26,1.2053,1.2036,1.2021
2014-08-27,1.2073,1.2056,1.2041
2014-08-28,1.2057,1.2040,1.2025
2014-08-29,1.2068,1.2051,1.2036
2014-09-02,1.2075,1.2058,1.2043
2014-09-03,1.2066,1.2049,1.2034
2014-09-04,1.2048,1.2031,1.2016
2014-09-05,1.2038,1.2021,1.2006
2014-09-08,1.2038,1.2021,1.2006
2014-09-09,1.2033,1.2016,1.2001
2014-09-10,1.2023,1.2006,1.1991
2014-09-11,1.2018,1.2001,1.1986
2014-09-12,1.2004,1.1987,1.1972
2014-09-15,1.1982,1.1965,1.1950
2014-09-16,1.1981,1.1964,1.1949
2014-09-17,1.1970,1.1953,1.1938
2014-09-18,1.1977,1.1960,1.1945
2014-09-19,1.1995,1.1978,1.1963
2014-09-22,1.1988,1.1971,1.1956
2014-09-23,1.2010,1.1993,1.1978
2014-09-24,1.1991,1.1974,1.1959
2014-09-25,1.1997,1.1980,1.1965
2014-09-26,1.1997,1.1980,1.1965
2014-09-29,1.1993,1.1976,1.1961
2014-09-30,1.1990,1.1973,1.1958
2014-10-01,1.2009,1.1992,1.1977
2014-10-02,1.1975,1.1958,1.1943
2014-10-03,1.2005,1.1988,1.1973
2014-10-06,1.1999,1.1982,1.1967
2014-10-07,1.1976,1.1959,1.1944
2014-10-08,1.1991,1.1974,1.1959
2014-10-09,1.1991,1.1974,1.1959
2014-10-10,1.1950,1.1933,1.1918
2014-10-13,1.1928,1.1911,1.1896
2014-10-14,1.1966,1.1949,1.1934
2014-10-15,1.1957,1.1940,1.1925
2014-10-16,1.1961,1.1944,1.1929
2014-10-17,1.1978,1.1961,1.1946
2014-10-20,1.1997,1.1980,1.1965
2014-10-21,1.2032,1.2015,1.2000
2014-10-22,1.2043,1.2026,1.2011
2014-10-23,1.2058,1.2041,1.2026
2014-10-24,1.2066,1.2049,1.2034
2014-10-27,1.2085,1.2068,1.2053
2014-10-28,1.2098,1.2081,1.2066
2014-10-29,1.2081,1.2064,1.2049
2014-10-30,1.2111,1.2094,1.2079
2014-10-31,1.2163,1.2145,1.2130
2014-11-03,1.2169,1.2151,1.2136
2014-11-04,1.2170,1.2152,1.2137
2014-11-05,1.2200,1.2182,1.2167
2014-11-06,1.2194,1.2176,1.2161
2014-11-07,1.2203,1.2185,1.2170
2014-11-10,1.2212,1.2194,1.2179
2014-11-11,1.2204,1.2186,1.2171
2014-11-12,1.2169,1.2151,1.2136
2014-11-13,1.2166,1.2148,1.2133
2014-11-14,1.2176,1.2158,1.2143
2014-11-17,1.2171,1.2153,1.2138
2014-11-18,1.2174,1.2156,1.2141
2014-11-19,1.2178,1.2160,1.2145
2014-11-20,1.2171,1.2153,1.2138
2014-11-21,1.2179,1.2161,1.2146
2014-11-24,1.2221,1.2203,1.2188
2014-11-25,1.2245,1.2227,1.2212
2014-11-26,1.2286,1.2268,1.2253
2014-11-28,1.2279,1.2261,1.2246
2014-12-01,1.2245,1.2227,1.2212
2014-12-02,1.2265,1.2247,1.2232
2014-12-03,1.2294,1.2276,1.2261
2014-12-04,1.2316,1.2298,1.2283
2014-12-05,1.2322,1.2304,1.2289
2014-12-08,1.2328,1.2310,1.2295
2014-12-09,1.2298,1.2280,1.2265
2014-12-10,1.2295,1.2277,1.2262
2014-12-11,1.2303,1.2285,1.2270
2014-12-12,1.2286,1.2268,1.2253
2014-12-15,1.2259,1.2241,1.2226
2014-12-16,1.2255,1.2237,1.2222
2014-12-17,1.2294,1.2276,1.2261
2014-12-18,1.2333,1.2315,1.2300
2014-12-19,1.2385,1.2367,1.2352
2014-12-22,1.2450,1.2432,1.2417
2014-12-23,1.2429,1.2411,1.2396
2014-12-24,1.2434,1.2416,1.2401
2014-12-29,1.2483,1.2465,1.2450
2014-12-30,1.2459,1.2441,1.2426
2014-12-31,1.2450,1.2432,1.2417
2015-01-02,1.2382,1.2364,1.2349
2015-01-05,1.2385,1.2367,1.2352
